Year,Code,College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,BIO MEDICAL ENGINEERING (SS),"2,729","5,854","4,641","4,537","19,808","47,566",—
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CIVIL ENGINEERING,"2,715","5,419","8,060","4,181","14,532","10,516",—
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,COMPUTER SCIENCE AND ENGINEERING (SS),176,335,670,384,"2,191","7,449",—
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,COMPUTER SCIENCE AND ENGINEERING,44,83,429,138,"1,018","2,560","5,995"
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRONICS AND COMMUNICATION ENGINEERING,107,319,"1,023",467,"1,266","1,878",—
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRICAL AND ELECTRONICS ENGINEERING,"1,017","1,616","1,672","1,794","5,223","12,353","8,249"
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,Electronics Engineering (VLSI Design and Technology) (SS),"1,180","1,557","2,976","2,429","7,100",—,"56,304"
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),415,498,"1,021","1,075","3,717","6,057","23,107"
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GEO INFORMATICS,"6,789","11,621","9,876","14,021","29,764","33,519",—
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,INDUSTRIAL ENGINEERING,"7,668","14,193","14,031","15,940","31,048","56,869","49,213"
2024,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,INFORMATION TECHNOLOGY (SS),525,859,930,"1,089","3,833","6,904","4,254"
