Year,Code,College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MECHANICAL ENGINEERING (TAMIL MEDIUM),"13,412","26,746","18,547","33,503","35,007","82,575",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",APPAREL TECHNOLOGY (SS),"35,337","65,046","64,864","53,432","54,827","43,476",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHEMICAL ENGINEERING,"3,451","7,014","21,408","12,336","19,612","20,187","48,677"
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHEMICAL ENGINEERING (SS),"7,626","9,079","21,617","14,131","32,692","63,561",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CERAMIC TECHNOLOGY (SS),"30,197","46,508","43,472","54,084","60,278","145,950",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FOOD TECHNOLOGY (SS),"7,064","11,439","8,622","13,417","34,433","36,834","42,587"
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",INDUSTRIAL BIO TECHNOLOGY,"3,737","6,199","12,365","12,588","27,348","39,427",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",INDUSTRIAL BIO TECHNOLOGY (SS),"5,024","7,961",—,"15,486","30,711",—,—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LEATHER TECHNOLOGY,"34,622","47,384","38,652","48,919","61,053","75,812",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PHARMACEUTICAL TECHNOLOGY (SS),"14,379","24,216","26,234","21,449","45,135","32,301","59,329"
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PETROLEUM ENGINEERING AND TECHNOLOGY (SS),"18,082","31,401","24,171","32,820","46,885","77,352",—
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TEXTILE TECHNOLOGY,"25,625","40,645","29,108","50,953","55,458","103,325","92,551"
2022,3,"School of Architecture and Planning, Anna University,Chennai 600025",B.Plan,"6,388","12,635","15,821","20,696","35,180","76,252","19,121"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AERONAUTICAL ENGINEERING,"3,080","4,736","5,490","7,868","10,932","30,744",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),"1,108","1,405","2,142","2,258","9,090","26,200",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AUTOMOBILE ENGINEERING,"6,099","11,606","20,594","13,393","30,858","42,114",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",COMPUTER SCIENCE AND ENGINEERING (SS),598,730,"1,406","1,527","6,547","17,603",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",COMPUTER SCIENCE AND ENGINEERING,350,615,973,"1,007","4,798","14,822",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",ELECTRONICS AND COMMUNICATION ENGINEERING,757,"1,001","2,693","1,787","7,227","23,336","23,593"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",ELECTRONICS AND INSTRUMENTATION ENGINEERING,"1,708","2,331","6,152","5,044","15,909",—,"31,497"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"1,034","1,344","2,082","2,385","9,254","20,232","12,313"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",INFORMATION TECHNOLOGY (SS),877,"1,143","2,027","2,354","11,156","19,371","15,765"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PRODUCTION ENGINEERING,"9,437","14,519","15,208","18,488","31,714","44,052","37,548"
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",ROBOTICS AND AUTOMATION (SS),"2,103","2,746","4,769","4,584","14,413","14,429",—
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RUBBER AND PLASTIC TECHNOLOGY,"18,271","33,119","21,767","35,225","54,406","54,649","64,572"
2022,1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",CIVIL ENGINEERING,"71,287","151,604*",—,"107,162","151,268",—,—
2022,1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",COMPUTER SCIENCE AND ENGINEERING,"13,188","26,145","28,647","16,721","40,732","51,693",—
2022,1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",ELECTRONICS AND COMMUNICATION ENGINEERING,"25,038","39,498","92,734","43,737","70,307","101,502","47,922"
2022,1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",ELECTRICAL AND ELECTRONICS ENGINEERING,"34,243","56,265","96,960","68,420","96,033","131,578*","113,891"
2022,1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",MECHANICAL ENGINEERING,"76,665","134,134","128,366","123,174","150,240*","120,235",—
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CIVIL ENGINEERING,"18,836","29,306","32,451","33,600","45,942","74,776","53,375"
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",COMPUTER SCIENCE AND ENGINEERING,"1,883","2,330","5,720","3,488","12,740","20,115",—
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ELECTRONICS AND COMMUNICATION ENGINEERING,"2,496","3,141","3,213","4,696","15,947","39,674",—
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ELECTRICAL AND ELECTRONICS ENGINEERING,"4,540","6,020","6,991","9,599","22,102","25,022",—
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ELECTRONICS AND INSTRUMENTATION ENGINEERING,"5,440","8,492","9,949","14,397","30,836","63,853",—
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",INDUSTRIAL BIO TECHNOLOGY,"14,483","23,404","56,014","36,875","72,580","93,627","131,214"
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",INFORMATION TECHNOLOGY,"2,587","3,468","2,745","3,982","13,991","18,245","45,608"
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",MECHANICAL ENGINEERING,"13,909","20,623","29,002","27,001","58,968","76,635","36,683"
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",PRODUCTION ENGINEERING,"21,501","32,412","42,678","35,682","77,669","109,355",—
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",CIVIL ENGINEERING,"78,428","137,575*","87,272*","139,566","115,663",—,—
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",COMPUTER SCIENCE AND ENGINEERING,"19,464","30,183","45,298","34,069","67,750","89,545",—
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",ELECTRONICS AND COMMUNICATION ENGINEERING,"29,713","45,059","60,608","43,731","79,877","83,475","41,782"
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",ELECTRICAL AND ELECTRONICS ENGINEERING,"45,446","69,051","55,540","67,292","111,584","126,441",—
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",MECHANICAL ENGINEERING,"77,448","141,712","143,614*","141,236","145,584*","78,072",—
2022,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",COMPUTER SCIENCE AND ENGINEERING,"11,882","18,293","32,525","18,789","34,189","78,203",—
2022,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",ELECTRONICS AND COMMUNICATION ENGINEERING,"20,081","27,486","49,445","31,223","56,624","142,131",—
2022,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",ELECTRICAL AND ELECTRONICS ENGINEERING,"32,217","48,786","50,697","45,152","81,153","145,087","112,009"
2022,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",MECHANICAL ENGINEERING,"58,353","93,642","126,174","84,870","143,000","149,483",—
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CIVIL ENGINEERING,"34,672","56,869","102,632","53,071","60,118","75,551","103,211"
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",COMPUTER SCIENCE AND ENGINEERING,"3,925","5,367","6,215","8,444","19,005","22,789",—
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ELECTRONICS AND COMMUNICATION ENGINEERING,"6,231","7,645","19,870","10,736","27,036","40,461",—
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ELECTRICAL AND ELECTRONICS ENGINEERING,"10,532","14,059","32,909","14,738","41,532","39,662","39,690"
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",MECHANICAL ENGINEERING,"28,949","44,588","65,014","51,644","74,489","72,476","73,247"
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",METALLURGICAL ENGINEERING,"29,866","53,453","39,332","49,074","130,255","100,856",—
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",AUTOMOBILE ENGINEERING,"82,421","107,307",—,"145,273",—,—,—
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",CIVIL ENGINEERING,"55,575","87,795","110,101","71,770","122,427*","150,777",—
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",COMPUTER SCIENCE AND ENGINEERING,"9,554","14,075","27,702","15,493","35,929","45,944","73,206"
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",ELECTRONICS AND COMMUNICATION ENGINEERING,"16,352","19,611","29,818","23,967","60,326","64,989",—
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",ELECTRICAL AND ELECTRONICS ENGINEERING,"25,233","30,521","53,945","40,346","63,821","57,509","63,365"
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",INFORMATION TECHNOLOGY,"11,997","17,000","32,985","14,512","38,442","50,917",—
2022,2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",MECHANICAL ENGINEERING,"44,476","60,167","80,844","75,851","126,870","85,646","138,907"
2022,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",CIVIL ENGINEERING,"111,943","142,280*",—,"143,649*","134,449","125,735*",—
2022,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",COMPUTER SCIENCE AND ENGINEERING,"23,335","35,141","52,033","37,808","53,428","60,454","136,711"
2022,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",ELECTRONICS AND COMMUNICATION ENGINEERING,"36,915","59,262","66,605","48,506","87,687","113,933*",—
2022,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",ELECTRICAL AND ELECTRONICS ENGINEERING,"66,638","93,998","121,351*","117,037","140,550","147,951*",—
2022,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",MECHANICAL ENGINEERING,"103,433","153,058*",—,"145,680*","142,014*",—,—
2022,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",CIVIL ENGINEERING,"73,555","149,079*",—,"151,979*","136,313","132,189*",—
2022,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",COMPUTER SCIENCE AND ENGINEERING,"17,641","23,568","28,243","28,038","40,005","38,427",—
2022,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",ELECTRONICS AND COMMUNICATION ENGINEERING,"27,561","43,676","63,123","50,720","85,929","119,288","146,168"
2022,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",ELECTRICAL AND ELECTRONICS ENGINEERING,"43,498","67,017","114,012","88,378","116,657","137,418","72,066"
2022,3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",MECHANICAL ENGINEERING,"73,254","124,936","141,581","116,776*","133,120*",—,—
2022,4974,"Government College of Engineering, Tirunelveli District 627007",CIVIL ENGINEERING,"33,948","67,168","72,891","70,342","75,332","104,553*",—
2022,4974,"Government College of Engineering, Tirunelveli District 627007",COMPUTER SCIENCE AND ENGINEERING,"6,192","12,808","10,123","17,722","27,208","59,849",—
2022,4974,"Government College of Engineering, Tirunelveli District 627007",ELECTRONICS AND COMMUNICATION ENGINEERING,"13,231","18,407","17,360","29,711","61,794","89,555",—
2022,4974,"Government College of Engineering, Tirunelveli District 627007",ELECTRICAL AND ELECTRONICS ENGINEERING,"19,694","28,772","36,036","41,891","49,117","139,103",—
2022,4974,"Government College of Engineering, Tirunelveli District 627007",MECHANICAL ENGINEERING,"54,652","79,882","79,374","111,722","93,615","134,852*",—
2022,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",CIVIL ENGINEERING,"117,976","147,688*",—,"151,061*","154,543*","133,114*",—
2022,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",COMPUTER SCIENCE AND ENGINEERING,"25,859","39,462","48,793","50,929","74,123","47,816",—
2022,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",ELECTRONICS AND COMMUNICATION ENGINEERING,"40,059","57,911","118,811","58,935","77,916","93,588","121,029"
2022,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",ELECTRICAL AND ELECTRONICS ENGINEERING,"62,462","139,935","141,978","119,064","130,139*",—,—
2022,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",MECHANICAL ENGINEERING,"113,693","131,390*",—,"154,078*","135,739*","132,084",—
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",CIVIL ENGINEERING,"25,783","40,746","57,078","53,741","54,391","107,882",—
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",COMPUTER SCIENCE AND ENGINEERING,"4,908","7,657","5,555","10,327","28,649","40,314",—
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",ELECTRONICS AND COMMUNICATION ENGINEERING,"7,736","10,083","11,420","12,557","33,847","144,125","71,477"
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",ELECTRICAL AND ELECTRONICS ENGINEERING,"17,525","22,355","40,846","36,186","49,141","125,581","81,649"
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",MECHANICAL ENGINEERING,"35,511","53,736","47,941","54,713","71,975","119,433","119,203*"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AUTOMOBILE ENGINEERING (SS),"16,178","22,783","32,669","32,922","71,067","92,298",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BIO TECHNOLOGY (SS),"4,699","6,912","14,471","9,457","34,020","30,939",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BIO MEDICAL ENGINEERING (SS),"5,101","7,040","11,391","12,920","37,716","38,532",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CIVIL ENGINEERING,"4,624","6,811","13,225","15,580","31,055","20,484",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),"1,085","1,420","2,624","2,529","13,459","25,042","17,655"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",COMPUTER SCIENCE AND ENGINEERING (SS),256,537,"1,541","1,932","12,762","22,980","13,980"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CIVIL ENGINEERING (SS),"7,782","9,376","31,469","23,921","40,398","68,330",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRONICS AND COMMUNICATION ENGINEERING,535,876,"2,054","2,609","14,078","2,848","16,547"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRICAL AND ELECTRONICS ENGINEERING,"1,620","2,006","4,026","5,273","17,030","11,326","11,236"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"1,104","1,294","3,859","3,500","21,823","22,223",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),"6,652","8,443","8,276","17,595","46,399","34,533","42,527"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FASHION TECHNOLOGY (SS),"30,192","38,111","35,456","64,651","81,480","80,104","108,292"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",INFORMATION TECHNOLOGY (SS),766,"1,096","2,085","3,259","16,233","21,850","19,495"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",INSTRUMENTATION AND CONTROL ENGINEERING (SS),"5,711","7,079","8,525","13,662","37,562","67,730","103,930"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING,"3,570","5,233","11,791","8,656","25,077","33,495","36,960"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING (SS),"6,820","8,713","10,671","13,949","36,033","48,341",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MECHANICAL ENGINEERING (SANDWICH) (SS),"17,827","22,698","20,898","25,366","60,922","124,989","52,791"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",METALLURGICAL ENGINEERING,"9,955","20,487","28,187","23,997","42,558","81,477",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",METALLURGICAL ENGINEERING (SS),"16,917","26,634","29,020","31,691","73,588","117,280",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING (SS),"13,831","21,497","20,103","20,044","53,355","69,541",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING,"9,747","14,718","17,115","15,669","49,910","53,989",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PRODUCTION ENGINEERING (SANDWICH) (SS),"25,505","35,788","35,333","49,693","100,541","147,462",—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ROBOTICS AND AUTOMATION (SS),"3,274","4,566","5,222","9,885","29,710",—,"39,434"
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TEXTILE TECHNOLOGY (SS),"34,605","43,284","40,893","52,519","79,484",—,—
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TEXTILE TECHNOLOGY,"14,985","40,834","15,566","37,593","70,448",—,—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),"2,250","2,681",—,"5,439","20,146","32,712","40,239"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CIVIL ENGINEERING,"13,235","21,706","36,751","32,501","38,026",—,—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CHEMICAL ENGINEERING,"10,232","13,206","23,911","14,959","44,301","104,941",—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CHEMICAL ENGINEERING (SS),"11,736","16,176","28,206","17,013","45,730",—,—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",COMPUTER SCIENCE AND ENGINEERING (SS),"1,662","1,880","3,219","4,689","16,964","22,228",—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CIVIL ENGINEERING (SS),"18,728","27,528",—,"32,693","45,626","74,436",—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",COMPUTER SCIENCE AND ENGINEERING,"1,288","1,650","2,339","3,804","15,931","16,179","14,888"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ELECTRONICS AND COMMUNICATION ENGINEERING,"1,779","2,228","3,387","4,931","18,871","23,124",—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ELECTRICAL AND ELECTRONICS ENGINEERING,"3,669","4,455","5,403","9,038","23,547","32,770","65,783"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"2,466","2,945","5,817","5,901","23,633","40,435",—
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ELECTRICAL AND ELECTRONICS ENGINEERING (SS),"5,481","6,363","6,551","9,945","35,296","56,683","43,681"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",INFORMATION TECHNOLOGY (SS),"2,003","2,126","3,284","5,228","19,042","24,485","24,050"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MECHANICAL ENGINEERING,"10,225","13,754","20,781","19,224","43,241","52,488","68,017"
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MECHANICAL ENGINEERING (SS),"14,369","18,474","19,150","24,195","51,220","97,927",—
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CIVIL ENGINEERING,"9,002","14,773",—,"17,523","49,484","47,157",—
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",COMPUTER SCIENCE AND ENGINEERING (SS),"1,893","2,243","3,324","5,964","24,047","26,032","45,903"
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CIVIL ENGINEERING (SS),"16,675","26,028","27,088","31,307","70,175","92,658",—
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",COMPUTER SCIENCE AND ENGINEERING,813,"1,363","1,031","2,654","12,603","8,458",—
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",Computer Science and Business System (SS),"3,360","3,892","8,375","8,605","34,920","105,182","41,706"
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",ELECTRONICS AND COMMUNICATION ENGINEERING,"1,414","2,098","3,572","4,640","16,290","21,333",—
2022,5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",ELECTRICAL AND ELECTRONICS ENGINEERING,"4,014","4,556","7,616","11,455","20,485","30,541","35,408"
