Year,Code,College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,INDUSTRIAL BIO TECHNOLOGY (SS),"11,626","13,127","15,765","22,091","18,864",—,"81,657"
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,LEATHER TECHNOLOGY,"35,641","56,330","47,683","62,298","82,996","87,116","74,955"
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PHARMACEUTICAL TECHNOLOGY (SS),"17,142","30,977","38,256","34,359","37,066","123,721",—
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),"23,013","34,981","27,406","43,869","68,091","96,099",—
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,TEXTILE TECHNOLOGY,"33,357","49,139","63,326","45,115","86,917","82,627",—
2023,3,School of Architecture and Planning Anna University Chennai 600025,B.Plan,"15,166","21,599","23,934","36,625","43,083",—,"54,450"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AERONAUTICAL ENGINEERING,"2,671","4,543","5,589","6,018","12,992","50,525",—
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),856,"1,349","2,042","1,489","8,991","10,552","24,251"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AUTOMOBILE ENGINEERING,"7,537","17,995","9,430","15,083","29,910","43,825","98,725"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING (SS),691,814,"1,357","1,430","7,496",—,"25,004"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,COMPUTER SCIENCE AND ENGINEERING,445,642,"1,016","1,080","3,940","9,701","19,404"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING,787,"1,140","1,396","1,660","6,713","20,582","34,884"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND INSTRUMENTATION ENGINEERING,"2,420","3,667","4,936","4,100","17,836","26,864",—
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"1,444","1,622","2,356","2,027","9,126","25,133",—
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,INFORMATION TECHNOLOGY (SS),"1,114","1,452","2,034","1,913","8,545","19,014",—
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,PRODUCTION ENGINEERING,"12,300","18,709","21,715","22,459","37,006","71,834",—
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,ROBOTICS AND AUTOMATION (SS),"2,288","3,664","3,695","4,201","11,036","42,315","95,903"
2023,4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RUBBER AND PLASTIC TECHNOLOGY,"21,719","28,459","36,437","41,092","64,070","90,360",—
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,CIVIL ENGINEERING,"71,516","126,189","117,606","99,337","139,863",—,—
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,COMPUTER SCIENCE AND ENGINEERING,"14,656","31,027","25,024","24,194","65,678","31,009",—
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRONICS AND COMMUNICATION ENGINEERING,"27,961","45,087","43,288","46,093","95,963","140,593","137,506"
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,ELECTRICAL AND ELECTRONICS ENGINEERING,"46,134","64,285","84,729","65,630","94,314","127,238",—
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,MECHANICAL ENGINEERING,"73,322","125,541","125,256","103,764","129,183","164,412*",—
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CIVIL ENGINEERING,"20,161","31,512","42,170","42,839","53,365","86,694","107,335"
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,COMPUTER SCIENCE AND ENGINEERING,"1,717","2,463","3,493","2,875","13,900","11,325","35,106"
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND COMMUNICATION ENGINEERING,"2,540","3,374","5,748","4,538","19,263","26,376",—
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRICAL AND ELECTRONICS ENGINEERING,"4,781","6,767","9,750","10,672","23,087","13,096","59,952"
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ELECTRONICS AND INSTRUMENTATION ENGINEERING,"8,174","10,591","9,435","11,346","32,404","43,130","70,288"
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INDUSTRIAL BIO TECHNOLOGY,"19,593","32,354","33,561","43,571","79,309","98,412",—
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,INFORMATION TECHNOLOGY,"2,491","3,310","5,024","4,245","14,825","23,402",—
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,MECHANICAL ENGINEERING,"16,374","27,136","22,429","28,275","57,876","67,759","88,146"
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PRODUCTION ENGINEERING,"21,699","27,466","36,090","41,511","55,770","64,861","99,221"
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CIVIL ENGINEERING,"89,684","155,604","127,413","114,260","165,318","102,466",—
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,COMPUTER SCIENCE AND ENGINEERING,"25,988","39,336","44,539","29,947","68,973","118,051","37,856"
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRONICS AND COMMUNICATION ENGINEERING,"34,301","45,310","62,865","43,338","100,181","90,750",—
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ELECTRICAL AND ELECTRONICS ENGINEERING,"50,644","85,527","83,261","69,039","123,440","159,814",—
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,MECHANICAL ENGINEERING,"84,399","127,082","121,720","114,157","144,025","172,569*",—
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,COMPUTER SCIENCE AND ENGINEERING,"13,855","22,706","21,230","16,908","47,044","33,690","82,577"
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRONICS AND COMMUNICATION ENGINEERING,"20,847","33,436","27,604","26,045","69,778","68,387",—
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,ELECTRICAL AND ELECTRONICS ENGINEERING,"33,453","43,675","44,155","52,916","86,891","143,996",—
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,MECHANICAL ENGINEERING,"59,348","87,793","72,468","88,522","108,546","118,874","175,932"
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CIVIL ENGINEERING,"38,349","62,972","59,129","58,081","78,836","92,643","56,836"
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,COMPUTER SCIENCE AND ENGINEERING,"4,328","7,475","5,903","6,217","24,977","27,354",—
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRONICS AND COMMUNICATION ENGINEERING,"6,548","9,015","13,478","10,189","26,590","45,201","12,455"
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ELECTRICAL AND ELECTRONICS ENGINEERING,"10,966","15,221","36,868","18,163","36,539","75,089","38,949"
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,MECHANICAL ENGINEERING,"29,828","46,994","81,178","58,396","91,056","94,070","80,876"
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,METALLURGICAL ENGINEERING,"35,175","55,742","41,225","52,267","108,118","101,570","141,872"
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,AUTOMOBILE ENGINEERING,"78,729","103,261","108,283","106,659","162,657","139,675",—
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CIVIL ENGINEERING,"62,848","78,864","67,351","79,574","102,095","93,506",—
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,COMPUTER SCIENCE AND ENGINEERING,"9,668","19,085","17,030","17,635","43,953","46,502",—
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRONICS AND COMMUNICATION ENGINEERING,"19,773","27,947","20,096","26,437","64,157",—,"94,614"
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,ELECTRICAL AND ELECTRONICS ENGINEERING,"24,683","37,268","28,307","39,435","75,564","47,390","60,486"
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,INFORMATION TECHNOLOGY,"10,745","20,118","22,109","18,628","41,422","34,241","55,577"
2023,2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,MECHANICAL ENGINEERING,"49,463","66,315","88,842","75,449","108,639","96,204",—
2023,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,CIVIL ENGINEERING,"103,425","175,145*","125,106","150,268","148,160","135,525",—
2023,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,COMPUTER SCIENCE AND ENGINEERING,"25,060","32,595","32,444","45,170","63,843","89,846",—
2023,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRONICS AND COMMUNICATION ENGINEERING,"36,435","54,109","72,985","59,203","84,233","102,849","117,538"
2023,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,ELECTRICAL AND ELECTRONICS ENGINEERING,"69,768","93,239","92,368","91,459","129,407","120,255","143,504"
2023,3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,MECHANICAL ENGINEERING,"100,311","137,551","114,706","138,435","149,181",—,—
2023,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,CIVIL ENGINEERING,"90,994","138,955","110,413","143,094","165,815","112,581","117,795"
2023,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,"14,746","31,744","18,536","26,628","43,870","136,946","56,334"
2023,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRONICS AND COMMUNICATION ENGINEERING,"24,399","43,279","63,799","48,967","73,224","154,370",—
2023,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,ELECTRICAL AND ELECTRONICS ENGINEERING,"49,264","75,520","56,013","70,505","112,264","146,275",—
2023,3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,MECHANICAL ENGINEERING,"66,573","94,297","94,487","115,615","143,735","162,963","100,404"
2023,4974,Government College of Engineering Tirunelveli District 627007,CIVIL ENGINEERING,"37,984","56,329","45,783","66,332","90,614","114,393*",—
2023,4974,Government College of Engineering Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,"5,053","9,808","7,642","12,410","27,106","85,914","157,023"
2023,4974,Government College of Engineering Tirunelveli District 627007,ELECTRONICS AND COMMUNICATION ENGINEERING,"12,135","19,252","16,555","23,862","50,350","110,204","129,864"
2023,4974,Government College of Engineering Tirunelveli District 627007,ELECTRICAL AND ELECTRONICS ENGINEERING,"21,043","32,206","26,826","34,086","58,566",—,"160,825"
2023,4974,Government College of Engineering Tirunelveli District 627007,MECHANICAL ENGINEERING,"46,901","76,653","62,480","89,478","97,894","134,145","158,332"
2023,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CIVIL ENGINEERING,"84,011","151,588","98,374","150,588","170,623","147,589",—
2023,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING,"26,506","44,163","39,651","46,147","69,083","134,456",—
2023,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRONICS AND COMMUNICATION ENGINEERING,"41,547","58,861","62,145","61,495","84,017","143,254",—
2023,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ELECTRICAL AND ELECTRONICS ENGINEERING,"58,350","94,639","78,564","104,381","113,868","139,676",—
2023,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,MECHANICAL ENGINEERING,"98,492","149,752","119,920","145,573","167,667","114,814",—
2023,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CIVIL ENGINEERING,"24,001","35,831","32,945","54,996","66,988","89,400","78,164"
2023,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,COMPUTER SCIENCE AND ENGINEERING,"5,720","9,940","12,293","11,937","23,210","67,332","45,687"
2023,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRONICS AND COMMUNICATION ENGINEERING,"10,465","13,081","17,111","16,761","33,482","48,940",—
2023,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ELECTRICAL AND ELECTRONICS ENGINEERING,"17,667","26,752","27,045","41,523","62,486","93,197",—
2023,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,MECHANICAL ENGINEERING,"38,263","57,244","53,481","66,089","96,443","103,517",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,AUTOMOBILE ENGINEERING (SS),"18,992","28,170","32,509","37,251","58,874","42,060",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO TECHNOLOGY (SS),"6,839","12,069","13,986","14,396","30,967","41,026","94,261"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BIO MEDICAL ENGINEERING (SS),"9,758","12,494","10,097","17,886","59,327","49,296","88,856"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING,"6,229","11,312","15,793","17,771","21,777",—,"29,661"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),850,"1,387","2,270","2,338","15,088","10,270",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,COMPUTER SCIENCE AND ENGINEERING (SS),383,768,"1,960","1,319","9,832","19,345","23,337"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CIVIL ENGINEERING (SS),"12,480","14,753",—,"22,906","25,994",—,"118,178"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING,480,903,"2,297","1,263","7,644","11,862",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS ENGINEERING,"1,793","2,160","3,168","4,243","19,285","25,250",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"1,194","1,553","2,634","2,775","12,006","27,075",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),"6,621","9,605","9,431","18,156","35,203","93,693",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FASHION TECHNOLOGY (SS),"22,076","39,720","64,274","52,045","125,904","112,105",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INFORMATION TECHNOLOGY (SS),"1,109","1,527","2,837","2,538","16,447","19,250","10,766"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,INSTRUMENTATION AND CONTROL ENGINEERING (SS),"7,564","9,385","11,849","14,375","32,182","32,550",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING,"4,914","7,124","8,210","8,068","25,455","33,314",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SS),"7,863","9,699","11,803","14,921","33,903","64,980","41,512"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MECHANICAL ENGINEERING (SANDWICH) (SS),"18,277","25,615","23,803","30,928","57,332","91,078",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING,"13,819","22,295","28,305","26,523","79,496","54,342","132,442"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,METALLURGICAL ENGINEERING (SS),"23,100","25,759",—,"47,717","91,765","110,718",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SS),"17,747","22,191","29,912","31,944","62,412","112,324",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING,"11,403","18,559","15,690","18,197","48,601","67,495","153,835"
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PRODUCTION ENGINEERING (SANDWICH) (SS),"29,699","39,018","45,345","47,020","107,706","115,997",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ROBOTICS AND AUTOMATION (SS),"3,418","6,176","12,747","9,383","35,487","99,901",—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY (SS),"29,554","42,298","40,175","60,500","117,468",—,—
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TEXTILE TECHNOLOGY,"16,807","34,601","19,875","49,158","75,155","53,926",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),"2,436","2,718","3,828","4,019","20,436","25,433",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING,"17,649","28,758","19,981","30,874","55,264","53,562",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING,"12,588","18,085","21,660","20,326","59,903","43,797",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CHEMICAL ENGINEERING (SS),"14,133","25,094",—,"19,827","78,801","82,409",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING (SS),"1,668","2,041",—,"3,512","19,505","20,213","37,495"
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CIVIL ENGINEERING (SS),"30,672","31,281","44,480","44,166","66,956",—,—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,COMPUTER SCIENCE AND ENGINEERING,"1,343","1,764","2,972","2,565","15,344","17,691",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING,"1,933","2,575","3,647","3,126","20,260","29,889","68,809"
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING,"3,801","5,662","7,595","6,332","24,807","37,488","88,859"
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"2,823","3,580","4,320","4,773","23,615","31,948","42,633"
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),"6,653","7,596","7,669","11,631","37,178","65,004",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,INFORMATION TECHNOLOGY (SS),"1,904","2,200","3,613","4,107","24,404","28,062",—
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING,"10,952","18,116","17,294","22,049","52,918","68,360","91,724"
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MECHANICAL ENGINEERING (SS),"20,451","24,694","24,634","32,768","56,645",—,"167,977"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING,"10,196","14,173","11,074","19,189","37,506","100,568",—
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING (SS),"2,129","2,854","4,367","5,354","26,245","29,925","53,897"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING (SS),"20,697","30,204","37,830","34,077","79,930","155,305",—
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING,924,"1,719","2,887","3,518","10,688","20,764","50,259"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Computer Science and Business System (SS),"3,920","5,083","6,729","9,592","31,621","71,862",—
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRONICS AND COMMUNICATION ENGINEERING,"1,647","2,329","2,543","5,062","19,068","36,720",—
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRICAL AND ELECTRONICS ENGINEERING,"4,739","6,009","8,153","11,113","40,313",—,"65,855"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),"3,330","4,624","7,796","9,396","36,939","81,637","77,608"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),"6,746","8,305","9,672","12,603","45,498","91,498",—
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,INFORMATION TECHNOLOGY (SS),"3,303","4,390","5,461","8,369","38,111","38,786","104,305"
2023,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHANICAL ENGINEERING,"10,009","15,855","12,167","15,678","49,160","78,131","131,568"
